Time,FZ,C3,CZ,C4
1216097.8046205,304884.34375,312548.5625,318309.875,299397.4375
1216097.8073211,305188.3125,312476.59375,318568.0625,299869.59375
1216097.8101816,305435.09375,312202.375,318701.5625,300378.75
1216097.8102331,305285.40625,312100.375,318522.75,300223.5625
1216097.8121073,304957.8125,312330.25,318310.65625,299650.4375
1216097.8209283,304878.78125,312540.15625,318301.1875,299392.6875
1216097.8240933,305175.1875,312460.78125,318553.59375,299852.5
1216097.8241396,305422.03125,312187.625,318693.34375,300366.78125
1216097.8346689,305270.125,312089.46875,318520.78125,300215.3125
1216097.8377154,304950.21875,312325.5,318314.96875,299647.15625
1216097.8377599,304878.0625,312540.53125,318311.5625,299396.34375
1216097.8465378,305186.25,312475.875,318573.09375,299867.53125
1216097.8465832,305431.6875,312203.1875,318709.96875,300377.25
1216097.8485283,305279.15625,312097.6875,318532.75,300222.9375
1216097.8508884,304956.65625,312329.4375,318322.75,299653.65625
1216097.8596142,304882.625,312545.625,318316.9375,299397.6875
1216097.8640162,305184.90625,312478.5625,318574.875,299864.21875
1216097.8640604,305433.125,312205.4375,318710.59375,300373.3125
1216097.8720851,305292.75,312112.0,318543.9375,300227.84375
1216097.8764505,304965.6875,312344.375,318333.375,299656.96875
1216097.8764919,304879.96875,312551.4375,318315.59375,299395.0
1216097.8846682,305176.25,312477.3125,318565.75,299855.90625
1216097.8890212,305417.75,312200.5,318695.84375,300364.53125
1216097.8890657,305267.1875,312093.65625,318518.28125,300215.3125
1216097.8953755,304940.65625,312316.75,318300.5625,299642.21875
1216097.8954213,304872.34375,312533.8125,318294.03125,299387.6875
1216097.9009288,305182.34375,312469.71875,318557.625,299855.1875
1216097.9077659,305437.75,312208.5625,318705.9375,300375.09375
1216097.9078104,305286.65625,312108.5,318533.03125,300226.40625
1216097.9159201,304956.125,312338.90625,318323.09375,299658.0625
1216097.9228165,304881.75,312560.625,318320.6875,299408.25
1216097.9228576,305172.3125,312484.375,318570.40625,299862.34375
1216097.9289087,305417.5625,312210.78125,318706.84375,300375.1875
1216097.9289421,305270.40625,312112.25,318536.59375,300232.5
1216097.9477159,304939.78125,312335.78125,318317.8125,299656.25
1216097.9477566,304870.03125,312553.9375,318312.09375,299399.9375
1216097.9501543,305181.71875,312490.46875,318573.34375,299865.125
1216097.9501914,305433.28125,312214.625,318710.21875,300373.65625
1216097.9588636,305283.8125,312103.9375,318530.0,300217.65625
1216097.9589077,304965.59375,312337.65625,318325.59375,299653.65625
1216097.9613426,304890.6875,312561.8125,318320.6875,299399.9375
1216097.9613773,305189.125,312496.09375,318575.5,299862.15625
1216097.970155,305435.53125,312219.03125,318710.5,300374.75
1216097.9701879,305293.5625,312118.53125,318539.09375,300231.6875
1216097.9789166,304971.15625,312347.21875,318327.5625,299666.09375
1216097.9789488,304888.625,312555.0,318310.59375,299400.5625
1216097.9876839,305193.78125,312490.8125,318570.5625,299865.21875
1216097.9877215,305438.65625,312213.125,318709.25,300378.21875
1216097.990226,305287.125,312104.03125,318529.625,300226.5
1216097.9902692,304959.09375,312331.9375,318314.78125,299656.8125
1216097.9984264,304882.1875,312549.375,318309.0625,299400.5625
1216098.0183627,305182.59375,312486.625,318569.0625,299864.5
1216098.0184066,305432.5,312216.59375,318710.78125,300382.78125
1216098.0184187,305286.125,312110.65625,318534.8125,300236.34375
1216098.0210357,304963.625,312339.8125,318322.65625,299669.9375
1216098.0240132,304888.625,312556.53125,318313.1875,299410.3125
1216098.0240584,305191.28125,312491.71875,318571.5625,299869.21875
1216098.0258858,305437.125,312213.65625,318704.5,300375.09375
1216098.0296709,305296.9375,312107.875,318529.4375,300226.9375
1216098.0391243,304968.46875,312332.65625,318313.0,299651.4375
1216098.0391703,304888.0,312550.34375,318302.71875,299387.78125
1216098.0414672,305189.3125,312490.28125,318564.9375,299853.0625
1216098.0415112,305435.25,312219.65625,318708.0,300372.9375
1216098.0508904,305281.21875,312110.21875,318530.875,300229.0
1216098.053418,304944.96875,312330.25,318311.3125,299656.34375
1216098.0628727,304859.9375,312539.90625,318293.875,299389.21875
1216098.0629183,305172.59375,312482.21875,318555.5625,299853.125
1216098.0646672,305433.125,312212.40625,318702.1875,300372.21875
1216098.0671941,305291.59375,312103.6875,318529.71875,300229.71875
1216098.0758781,304965.78125,312331.84375,318315.78125,299661.90625
1216098.0803753,304892.03125,312555.375,318312.625,299407.53125
1216098.08042,305188.0625,312486.0,318567.4375,299863.96875
1216098.0909233,305430.53125,312207.65625,318701.8125,300374.375
1216098.0940145,305277.09375,312095.375,318522.46875,300227.3125
1216098.0940584,304950.9375,312323.53125,318310.40625,299660.65625
1216098.0996295,304875.65625,312544.71875,318302.1875,299401.71875
1216098.1041235,305178.9375,312484.1875,318561.0,299859.65625
1216098.104169,305433.375,312211.6875,318703.09375,300373.3125
1216098.114668,305296.59375,312102.78125,318533.28125,300233.5625
1216098.1183528,304984.46875,312336.9375,318326.59375,299669.125
1216098.1183962,304909.09375,312557.6875,318317.375,299403.40625
1216098.1184077,305207.8125,312494.03125,318572.8125,299858.15625
1216098.1209311,305463.5,312227.34375,318721.40625,300379.21875
1216098.1247738,305314.75,312114.78125,318546.25,300237.5
1216098.1359563,304987.875,312340.6875,318332.75,299670.3125
1216098.1383663,304906.59375,312560.90625,318320.25,299404.21875
1216098.1427222,305210.9375,312498.6875,318579.78125,299862.96875
1216098.1427654,305473.15625,312231.8125,318730.71875,300390.21875
1216098.1508878,305329.84375,312119.25,318554.21875,300245.90625
1216098.1584779,305007.90625,312345.34375,318337.75,299676.46875
1216098.1608651,304922.59375,312561.96875,318320.5,299408.6875
1216098.1634278,305225.0625,312507.09375,318582.8125,299867.25
1216098.1659923,305473.96875,312236.71875,318729.46875,300388.3125
1216098.170285,305327.625,312126.3125,318556.0,300250.375
1216098.1703292,305000.65625,312351.53125,318339.375,299682.5625
1216098.1833791,304911.15625,312563.59375,318320.875,299412.71875
1216098.1908762,305209.875,312502.78125,318575.75,299866.71875
1216098.1909225,305467.0,312233.84375,318724.09375,300389.40625
1216098.1909356,305331.375,312128.53125,318560.90625,300257.15625
1216098.1941415,305002.34375,312351.875,318344.90625,299686.5625
1216098.1941897,304914.71875,312566.1875,318326.5,299413.0
1216098.2046006,305213.53125,312508.96875,318580.5,299866.46875
1216098.2089395,305464.6875,312240.21875,318725.15625,300385.8125
1216098.208988,305315.71875,312124.78125,318550.28125,300243.5625
1216098.2227652,304992.34375,312355.0,318339.28125,299678.625
1216098.2228181,304905.875,312570.9375,318323.53125,299408.0625
1216098.2253805,305208.4375,312514.15625,318583.375,299867.53125
1216098.2254257,305466.90625,312242.53125,318730.625,300392.09375
1216098.2365149,305324.75,312127.5625,318558.59375,300253.0625
1216098.236559,305007.28125,312359.125,318354.75,299692.125
1216098.2502661,304921.71875,312576.90625,318342.84375,299423.71875
1216098.2503098,305220.40625,312520.84375,318601.4375,299881.3125
1216098.2533099,305463.34375,312242.71875,318735.1875,300391.46875
1216098.253354,305314.90625,312127.03125,318558.34375,300251.28125
1216098.2533663,304994.125,312357.6875,318349.75,299689.625
1216098.257771,304915.0,312584.34375,318342.3125,299426.21875
1216098.2578166,305205.65625,312516.21875,318591.15625,299872.4375
1216098.2646909,305451.71875,312233.15625,318725.34375,300387.4375
1216098.2790138,305308.40625,312117.1875,318549.5625,300250.625
1216098.2790573,304987.5,312346.34375,318341.25,299686.03125
1216098.2815169,304900.78125,312563.59375,318325.25,299412.71875
1216098.2815677,305200.21875,312505.65625,318582.5625,299870.3125
1216098.2834566,305452.34375,312232.78125,318727.03125,300391.90625
1216098.28963,305302.40625,312105.125,318542.6875,300243.125
1216098.2989062,304975.1875,312325.9375,318325.25,299670.65625
1216098.2989469,304890.15625,312548.125,318311.46875,299398.78125
1216098.3013485,305195.5625,312504.9375,318579.34375,299860.46875
1216098.3013825,305441.59375,312227.40625,318718.8125,300375.375
1216098.3097265,305303.9375,312115.46875,318549.375,300242.15625
1216098.3140324,304975.96875,312338.1875,318334.53125,299675.40625
1216098.314076,304892.03125,312561.09375,318321.3125,299404.21875
1216098.3171794,305193.3125,312502.78125,318574.4375,299855.28125
1216098.3258682,305445.46875,312223.03125,318716.21875,300372.9375
1216098.3328908,305307.40625,312108.5,318545.375,300241.15625
1216098.3329378,304988.59375,312335.6875,318333.1875,299678.15625
1216098.3346925,304898.28125,312554.125,318314.15625,299398.9375
1216098.3384308,305194.03125,312499.40625,318572.625,299851.0
1216098.3527253,305437.75,312220.4375,318709.875,300364.90625
1216098.3527751,305294.8125,312102.53125,318534.8125,300229.4375
1216098.3553686,304969.0,312328.90625,318320.6875,299662.53125
1216098.3554144,304878.96875,312552.0625,318303.4375,299390.09375
1216098.3571969,305176.25,312499.125,318559.40625,299844.03125
1216098.3684453,305434.71875,312229.65625,318710.9375,300371.78125
1216098.3715144,305293.28125,312108.40625,318537.9375,300238.125
1216098.3715587,304967.65625,312328.8125,318319.96875,299670.46875
1216098.3734948,304887.5625,312557.96875,318309.6875,299402.25
1216098.3846958,305176.53125,312495.5625,318559.75,299845.90625
1216098.3877638,305422.75,312213.21875,318700.65625,300362.5
1216098.3878074,305285.6875,312096.625,318534.1875,300233.125
1216098.3896687,304957.28125,312318.96875,318316.125,299663.875
1216098.3985461,304870.9375,312547.40625,318302.4375,299391.875
1216098.4016102,305167.9375,312496.09375,318563.34375,299846.6875
1216098.401669,305421.125,312223.3125,318711.40625,300370.1875
1216098.4258944,305284.0625,312110.65625,318538.21875,300238.40625
1216098.4284396,304953.625,312326.5625,318315.9375,299668.40625
1216098.4310488,304861.71875,312543.375,318297.625,299386.96875
1216098.4334395,305159.25,312489.375,318553.9375,299833.1875
1216098.4359326,305415.6875,312214.1875,318702.625,300359.1875
1216098.4384278,305282.71875,312100.46875,318537.5,300236.4375
1216098.4410216,304959.25,312323.53125,318323.625,299672.34375
1216098.4434349,304871.1875,312547.5,318306.1875,299396.8125
1216098.4459332,305162.125,312490.53125,318556.09375,299838.46875
1216098.4490154,305412.8125,312216.4375,318702.28125,300359.90625
1216098.4490589,305278.875,312101.53125,318536.15625,300234.8125
1216098.457879,304959.15625,312325.5,318321.75,299670.21875
1216098.4579233,304875.84375,312550.28125,318304.15625,299393.6875
1216098.4596845,305185.71875,312508.34375,318568.6875,299848.125
1216098.4659451,305434.0,312229.125,318710.9375,300364.0
1216098.4765144,305290.25,312107.53125,318536.59375,300230.25
1216098.4765584,304963.625,312326.21875,318320.5,299666.0
1216098.4791212,304871.625,312543.65625,318298.59375,299384.28125
1216098.4791677,305169.46875,312491.0,318551.8125,299829.34375
1216098.4809372,305433.46875,312226.25,318706.375,300361.0625
1216098.4946958,305295.25,312107.15625,318537.0625,300235.1875
1216098.4971533,304967.46875,312326.40625,318321.59375,299669.125
1216098.5010572,304874.9375,312547.40625,318301.375,299387.6875
1216098.5046846,305167.65625,312491.625,318550.5625,299829.0
1216098.5134026,305433.375,312225.8125,318705.84375,300362.03125
1216098.5165215,305299.53125,312105.75,318538.46875,300239.28125
1216098.5165649,304976.25,312323.4375,318321.9375,299674.0625
1216098.5191037,304892.03125,312552.15625,318308.15625,299396.90625
1216098.5191408,305183.65625,312500.1875,318564.78125,299840.09375
1216098.5271887,305438.03125,312227.6875,318713.8125,300362.5625
1216098.5314849,305296.6875,312105.75,318542.15625,300233.90625
1216098.5315293,304967.84375,312328.625,318325.34375,299666.625
1216098.539695,304876.46875,312553.03125,318303.15625,299382.125
1216098.5441212,305176.96875,312505.84375,318561.375,299831.9375
1216098.5441703,305434.0,312232.96875,318708.25,300357.21875
1216098.549626,305294.34375,312108.40625,318537.0625,300229.4375
1216098.5589776,304968.65625,312328.4375,318320.6875,299664.5625
1216098.5590198,304871.71875,312542.125,318295.21875,299377.84375
1216098.5615133,305161.21875,312484.5625,318545.375,299818.71875
1216098.5615569,305417.375,312209.09375,318689.75,300343.71875
1216098.5698174,305284.4375,312088.84375,318521.84375,300221.59375
1216098.5756994,304964.625,312315.03125,318313.34375,299663.875
1216098.5840184,304869.125,312535.78125,318291.0,299381.4375
1216098.5840621,305169.46875,312492.4375,318549.125,299830.15625
1216098.592707,305425.96875,312220.0,318699.15625,300357.65625
1216098.5927482,305289.09375,312097.34375,318529.71875,300233.46875
1216098.5953703,304956.84375,312313.0625,318308.875,299662.96875
1216098.5954158,304863.40625,312539.8125,318291.8125,299380.0
1216098.6059616,305156.21875,312490.625,318551.09375,299827.125
1216098.6158716,305419.34375,312223.65625,318707.09375,300360.15625
1216098.6159158,305289.78125,312104.3125,318542.5,300240.53125
1216098.6159276,304970.0625,312327.46875,318326.125,299677.28125
1216098.6189751,304875.75,312548.03125,318301.46875,299388.21875
1216098.619019,305165.53125,312491.15625,318549.75,299823.71875
1216098.6210733,305424.4375,312219.46875,318699.78125,300350.25
1216098.6321966,305295.4375,312101.53125,318534.53125,300229.625
1216098.6365124,304976.96875,312325.9375,318324.09375,299667.875
1216098.6365567,304878.6875,312549.28125,318301.375,299379.1875
1216098.6502274,305169.71875,312501.625,318556.4375,299822.03125
1216098.6502724,305425.96875,312231.1875,318708.8125,300355.4375
1216098.6528712,305286.9375,312105.125,318533.46875,300232.65625
1216098.6529167,304960.40625,312321.03125,318310.59375,299666.625
1216098.6639718,304858.6875,312534.0,318277.59375,299372.21875
1216098.6640154,305158.09375,312487.6875,318535.0,299818.53125
1216098.6702682,305421.75,312217.6875,318689.75,300357.46875
1216098.6703119,305289.96875,312101.09375,318528.5625,300244.1875
1216098.6789916,304962.75,312325.5,318316.03125,299679.78125
1216098.6790361,304864.9375,312550.1875,318295.21875,299390.8125
1216098.6814716,305166.25,312511.28125,318558.0625,299839.90625
1216098.6815168,305424.875,312242.1875,318712.75,300370.4375
1216098.6884235,305285.875,312116.90625,318540.4375,300246.4375
1216098.7027642,304956.84375,312334.25,318320.40625,299678.625
1216098.7028084,304856.8125,312555.625,318295.5625,299386.96875
1216098.705269,305157.90625,312514.0625,318555.375,299833.8125
1216098.705313,305424.4375,312244.59375,318711.40625,300371.78125
1216098.7110466,305296.59375,312118.78125,318541.53125,300249.125
1216098.7140342,304980.53125,312338.71875,318326.9375,299683.875
1216098.7140779,304886.75,312561.90625,318302.625,299389.84375
1216098.7159042,305181.0625,312513.25,318558.6875,299828.1875
1216098.7297138,305450.5625,312250.5,318721.125,300369.09375
1216098.7328582,305307.59375,312119.25,318545.375,300243.9375
1216098.732906,304973.5625,312332.90625,318324.71875,299674.59375
1216098.7346777,304878.53125,312564.03125,318303.53125,299386.34375
1216098.743371,305164.1875,312507.34375,318548.3125,299815.40625
1216098.7477916,305422.5625,312226.25,318697.0,300347.1875
1216098.7478358,305286.75,312092.78125,318523.5625,300228.1875
1216098.7610487,304965.25,312313.6875,318309.0625,299668.40625
1216098.7640314,304865.375,312537.21875,318283.9375,299376.875
1216098.7640751,305159.09375,312488.75,318538.65625,299815.75
1216098.7659025,305425.0625,312216.4375,318694.75,300354.1875
1216098.7684503,305291.125,312087.6875,318526.6875,300236.59375
1216098.777874,304967.03125,312310.46875,318311.75,299674.3125
1216098.7779198,304872.53125,312540.53125,318290.5625,299383.40625
1216098.7795417,305166.25,312496.0,318544.1875,299818.53125
1216098.7877811,305441.15625,312235.28125,318708.25,300359.0
1216098.7878257,305319.84375,312117.09375,318549.375,300247.5
1216098.7896229,304997.0,312338.28125,318336.0625,299682.625
1216098.7985486,304883.4375,312552.40625,318296.09375,299371.3125
1216098.8016051,305179.375,312512.8125,318550.46875,299805.5625
1216098.8016495,305446.875,312241.28125,318707.1875,300340.40625
1216098.8096644,305316.0,312114.78125,318539.28125,300223.0
1216098.8139738,304986.53125,312330.59375,318319.25,299654.84375
1216098.8140182,304885.0625,312556.0,318292.6875,299359.34375
1216098.8198017,305176.0625,312509.9375,318543.5,299789.21875
1216098.8258741,305443.84375,312241.90625,318702.8125,300331.09375
1216098.8352711,305306.875,312106.625,318530.78125,300214.34375
1216098.8353151,304970.25,312311.90625,318302.8125,299637.9375
1216098.8377214,304865.1875,312530.34375,318269.90625,299336.28125
1216098.8377642,305158.46875,312483.84375,318520.96875,299770.53125
1216098.8458771,305425.53125,312212.75,318677.15625,300309.65625
1216098.849046,305300.78125,312085.34375,318513.625,300198.6875
1216098.8490921,304978.3125,312302.96875,318299.6875,299635.78125
1216098.8509398,304878.34375,312532.65625,318275.09375,299337.625
1216098.8652628,305163.65625,312486.0625,318522.9375,299769.375
1216098.8653065,305436.6875,312222.9375,318688.59375,300319.75
1216098.8673,305306.15625,312094.5625,318521.59375,300204.5
1216098.8696352,304979.65625,312314.875,318305.75,299636.0625
1216098.8734277,304879.40625,312543.28125,318279.90625,299337.09375
1216098.8921538,305171.96875,312499.03125,318533.90625,299771.34375
1216098.8953788,305448.03125,312235.5625,318697.71875,300317.53125
1216098.8954241,305318.0625,312105.375,318531.25,300202.71875
1216098.8971372,304984.21875,312318.96875,318307.4375,299629.34375
1216098.899688,304882.5625,312548.84375,318280.1875,299330.46875
1216098.9021991,305168.1875,312499.21875,318525.25,299756.84375
1216098.9066249,305434.375,312227.0625,318685.46875,300298.65625
1216098.9066699,305303.9375,312092.3125,318520.5,300189.21875
1216098.9122042,304974.46875,312304.75,318298.34375,299621.46875
1216098.9216128,304876.75,312536.78125,318273.9375,299322.9375
1216098.9216576,305172.84375,312497.78125,318530.875,299762.375
1216098.9302667,305433.03125,312221.0625,318684.84375,300299.90625
1216098.930311,305302.84375,312089.8125,318517.1875,300190.90625
1216098.9329036,304970.625,312304.75,318292.53125,299621.75
1216098.9329484,304860.09375,312527.8125,318260.0625,299317.21875
1216098.9433991,305150.84375,312486.875,318514.59375,299751.3125
1216098.9508401,305416.5,312213.125,318673.40625,300295.53125
1216098.9508827,305291.3125,312081.875,318513.1875,300194.75
1216098.9508956,304966.59375,312301.53125,318296.46875,299631.5
1216098.9534466,304865.1875,312534.8125,318270.25,299332.6875
1216098.9672989,305154.34375,312492.0625,318522.75,299763.09375
1216099.0004167,305429.375,312230.71875,318691.53125,300314.9375
1216099.0004637,305299.625,312104.65625,318530.25,300209.78125
1216099.0004758,304966.84375,312321.5625,318310.3125,299640.34375
1216099.0004867,304856.71875,312548.3125,318275.53125,299328.84375
1216099.0004982,305147.5625,312505.65625,318526.59375,299756.5625
1216099.0039645,305424.34375,312237.25,318689.9375,300305.4375
1216099.0040088,305305.0,312109.65625,318531.875,300203.34375
1216099.0040197,304975.875,312323.96875,318308.625,299632.5625
1216099.0040306,304860.28125,312543.375,318267.3125,299316.15625
1216099.0059215,305143.78125,312496.28125,318514.15625,299743.0625
1216099.0085583,305415.40625,312228.3125,318680.5625,300294.0
1216099.0109124,305296.9375,312104.5,318525.875,300197.1875
1216099.0134168,304954.0625,312307.4375,318292.25,299614.6875
1216099.0271912,304849.5625,312536.84375,318259.25,299305.6875
1216099.0315662,305143.34375,312492.4375,318510.40625,299736.625
1216099.0316115,305419.25,312220.28125,318672.84375,300284.71875
1216099.0316226,305296.3125,312086.15625,318511.375,300183.3125
1216099.0316335,304969.0,312303.15625,318289.84375,299615.3125
1216099.0334597,304867.78125,312540.34375,318264.09375,299311.59375
1216099.0372047,305156.40625,312499.5,318512.90625,299738.96875
1216099.0658686,305431.15625,312235.8125,318681.4375,300294.4375
1216099.069168,305304.375,312103.875,318517.375,300190.125
1216099.0692154,304970.6875,312317.09375,318293.875,299618.34375
1216099.0709077,304858.75,312543.84375,318257.84375,299301.84375
1216099.0734101,305157.28125,312508.4375,318514.875,299732.53125
1216099.0758937,305433.28125,312236.625,318680.28125,300281.9375
1216099.0785102,305307.6875,312096.625,318516.125,300177.5
1216099.0809403,304983.65625,312316.28125,318300.75,299614.5
1216099.0834631,304869.40625,312544.5625,318265.53125,299299.09375
1216099.0859442,305155.40625,312504.5,318515.40625,299724.3125
1216099.0891461,305426.15625,312235.90625,318681.875,300277.0
1216099.089191,305304.71875,312108.875,318526.3125,300184.9375
1216099.0909366,304967.125,312316.28125,318297.15625,299609.78125
1216099.1034063,304856.1875,312549.03125,318266.59375,299301.125
1216099.1066208,305135.84375,312497.15625,318503.96875,299718.84375
1216099.1066647,305418.28125,312226.78125,318672.84375,300277.5625
1216099.10852,305309.71875,312093.84375,318517.46875,300189.5
1216099.1109397,304983.40625,312302.4375,318292.78125,299620.15625
1216099.1252562,304866.1875,312525.0625,318251.84375,299301.5
1216099.1252994,305153.71875,312487.5,318504.875,299734.5
1216099.1271908,305432.9375,312223.125,318678.59375,300296.3125
1216099.1303983,305308.21875,312089.03125,318517.125,300199.0625
1216099.1304435,304976.78125,312307.4375,318298.15625,299633.375
1216099.1321177,304861.0,312537.65625,318265.25,299316.78125
1216099.1409446,305150.59375,312503.0625,318520.78125,299745.75
1216099.1452876,305434.90625,312241.8125,318694.84375,300308.40625
1216099.145332,305309.8125,312103.0625,318528.5625,300205.75
1216099.1509044,304980.28125,312316.8125,318300.75,299631.0625
1216099.1621082,304874.59375,312554.1875,318271.78125,299317.5
1216099.1656958,305162.5625,312514.3125,318521.6875,299738.78125
1216099.1657328,305445.28125,312251.1875,318693.78125,300300.53125
1216099.1657449,305323.25,312115.40625,318535.625,300206.125
1216099.1683366,304984.5625,312320.03125,318307.4375,299630.875
1216099.1722072,304871.375,312553.3125,318271.40625,299313.9375
1216099.183397,305163.90625,312518.8125,318527.03125,299742.8125
1216099.1866136,305441.15625,312249.15625,318696.90625,300299.90625
1216099.186659,305322.25,312110.46875,318539.03125,300207.53125
1216099.1884468,304985.46875,312312.96875,318309.96875,299635.4375
1216099.1970821,304867.4375,312537.84375,318265.78125,299312.125
1216099.2034639,305156.84375,312499.84375,318514.6875,299736.28125
1216099.2059465,305441.4375,312229.3125,318685.1875,300300.0
1216099.2084421,305324.84375,312090.4375,318526.9375,300212.46875
1216099.2178615,304988.3125,312292.5,318296.09375,299635.875
1216099.2179084,304879.15625,312529.71875,318264.8125,299319.1875
1216099.2290402,305170.4375,312499.5625,318520.59375,299747.28125
1216099.2290839,305441.78125,312222.78125,318682.15625,300297.59375
1216099.2316126,305325.125,312090.1875,318527.75,300208.4375
1216099.2316564,304989.03125,312300.71875,318303.4375,299637.5
1216099.239694,304867.34375,312528.625,318261.84375,299311.25
1216099.2472389,305153.09375,312493.9375,318511.3125,299729.5625
1216099.2472841,305434.09375,312230.5625,318682.96875,300291.59375
1216099.2472964,305319.5625,312100.375,318527.9375,300203.53125
1216099.2496875,304992.59375,312319.25,318308.25,299636.5
1216099.2534495,304875.40625,312552.3125,318270.78125,299310.53125
1216099.2671925,305157.03125,312513.53125,318514.96875,299722.875
1216099.2778479,305435.875,312245.3125,318687.6875,300285.96875
1216099.277894,305313.125,312102.59375,318527.46875,300194.3125
1216099.2779058,304982.875,312313.4375,318304.40625,299625.96875
1216099.2779166,304865.375,312545.0,318268.46875,299303.8125
1216099.2802807,305148.09375,312507.4375,318517.125,299724.375
1216099.2803247,305419.0,312228.03125,318676.96875,300281.21875
1216099.2884247,305300.25,312085.0,318515.59375,300193.40625
1216099.2977951,304966.59375,312291.0,318292.4375,299628.625
1216099.2978396,304848.40625,312515.75,318249.78125,299301.40625
1216099.3017183,305139.6875,312481.78125,318501.71875,299722.6875
1216099.3017627,305423.625,312214.46875,318676.0625,300289.53125
1216099.3108745,305309.375,312081.59375,318521.40625,300207.71875
1216099.320145,304974.0,312291.53125,318295.75,299637.03125
1216099.3201814,304853.125,312522.03125,318255.0625,299307.5
1216099.3296098,305145.125,312496.1875,318509.96875,299732.34375
1216099.3296432,305429.53125,312228.6875,318682.96875,300296.875
1216099.3296541,305317.5,312091.6875,318528.5625,300215.5
1216099.3322067,304986.0,312302.6875,318303.15625,299645.34375
1216099.3346046,304859.46875,312530.5,318258.375,299312.3125
1216099.3383216,305148.1875,312501.28125,318508.96875,299729.84375
1216099.3476548,305430.4375,312232.6875,318680.46875,300295.0625
1216099.3476887,305316.25,312095.28125,318527.9375,300215.5
1216099.350928,304988.9375,312311.46875,318308.78125,299651.34375
1216099.3626608,304875.65625,312552.5,318275.8125,299329.125
1216099.3626959,305149.4375,312508.15625,318514.4375,299736.28125
1216099.3651758,305421.65625,312228.40625,318675.53125,300292.84375
1216099.3652073,305311.96875,312093.9375,318522.75,300216.84375
1216099.3732546,304974.5625,312299.75,318294.125,299643.125
1216099.3757424,304855.1875,312532.65625,318256.59375,299317.21875
1216099.3795809,305144.5,312496.1875,318508.625,299740.75
1216099.3839,305434.0,312222.25,318680.28125,300309.75
1216099.3839262,305318.75,312072.375,318520.0625,300225.34375
1216099.3919918,304987.40625,312279.71875,318298.0625,299655.625
1216099.3957642,304866.8125,312515.75,318258.90625,299325.71875
1216099.402622,305150.6875,312483.9375,318507.625,299742.8125
1216099.4026454,305442.6875,312227.875,318689.9375,300318.5
1216099.4132806,305326.0,312085.71875,318534.28125,300237.9375
1216099.4164079,304991.28125,312296.625,318310.3125,299667.09375
1216099.4164223,304868.96875,312535.6875,318269.28125,299332.6875
1216099.4182341,305155.78125,312507.25,318516.21875,299744.59375
1216099.4244787,305435.625,312235.1875,318679.375,300301.78125
1216099.4339979,305324.21875,312094.21875,318524.53125,300222.3125
1216099.4340491,304991.53125,312301.8125,318299.6875,299652.25
1216099.4365881,304869.40625,312535.875,318255.40625,299315.34375
1216099.4366349,305157.28125,312505.125,318503.53125,299728.3125
1216099.4446297,305442.5,312236.375,318676.875,300295.4375
1216099.4615203,305326.53125,312091.25,318520.15625,300214.34375
1216099.4615643,304993.0625,312300.28125,318297.4375,299646.25
1216099.4633189,304875.65625,312544.28125,318260.6875,299315.4375
1216099.4665396,305164.0,312517.53125,318510.59375,299733.40625
1216099.4665831,305445.09375,312244.6875,318681.71875,300299.46875
1216099.4685943,305337.28125,312104.03125,318530.625,300226.9375
1216099.4727508,304990.90625,312296.625,318291.375,299645.1875
1216099.4728032,304863.15625,312526.3125,318244.96875,299308.46875
1216099.4758052,305152.03125,312498.9375,318497.1875,299727.78125
1216099.4847187,305432.9375,312227.34375,318668.9375,300293.375
1216099.4915943,305320.03125,312085.71875,318514.875,300217.28125
1216099.4916431,304991.34375,312299.9375,318294.84375,299651.0
1216099.4933119,304876.5625,312545.4375,318261.0625,299319.75
1216099.4971063,305151.3125,312501.71875,318494.59375,299720.46875
1216099.5134039,305442.0625,312232.6875,318672.0625,300293.09375
1216099.516658,305338.34375,312094.21875,318523.0,300221.75
1216099.5166918,305016.9375,312314.3125,318306.375,299658.5
1216099.5184529,304894.34375,312552.59375,318264.09375,299319.1875
1216099.520963,305165.96875,312513.0,318501.5625,299720.46875
1216099.5234578,305452.15625,312246.28125,318679.5625,300293.5625
1216099.5273287,305347.5625,312105.1875,318530.625,300222.46875
1216099.5390524,305015.84375,312309.6875,318302.1875,299650.0
1216099.5390989,304893.46875,312546.96875,318258.28125,299309.625
1216099.5415319,305181.0625,312522.28125,318510.84375,299726.28125
1216099.5415776,305463.0625,312248.15625,318684.46875,300296.40625
1216099.5434435,305346.21875,312093.75,318523.71875,300216.5625
1216099.5573275,305018.28125,312300.28125,318300.65625,299648.40625
1216099.560307,304896.21875,312533.625,318256.40625,299308.1875
1216099.5603602,305176.78125,312502.15625,318500.03125,299716.0625
1216099.562153,305469.59375,312243.875,318685.375,300300.4375
1216099.5647224,305365.15625,312107.53125,318539.90625,300236.875
1216099.5735896,305016.03125,312302.78125,318300.5625,299651.34375
1216099.5766465,304881.90625,312535.25,318251.125,299302.21875
1216099.5766921,305165.4375,312509.59375,318500.65625,299713.75
1216099.5784044,305453.84375,312243.96875,318682.59375,300291.6875
1216099.5921725,305349.0625,312102.34375,318534.71875,300224.90625
1216099.5953986,305011.125,312306.09375,318302.34375,299649.46875
1216099.5954445,304881.375,312544.09375,318251.46875,299302.65625
1216099.5972359,305163.09375,312519.59375,318498.59375,299709.90625
